O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,use_computer,use_computer_strict,frequency_category1_value,frequency_category2_value,frequency_category3_value,frequency_category4_value,frequency_category5_value,frequency_category6_value,frequency_category7_value,frequency_category,within_scope,within_scope_output
25-1054.00,"Physics Teachers, Postsecondary",5935,Provide professional consulting services to government or industry.,Supplemental,121,08/2019,Incumbent,TRUE,TRUE,76.8,16.97,5.89,0,0.34,0,0,1,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",5984,"Prepare and deliver lectures to undergraduate or graduate students on topics such as econometrics, price theory, and macroeconomics.",Core,72,08/2019,Incumbent,FALSE,FALSE,0,4.96,5.63,66.3,12.53,9.67,0.91,4,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",5985,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,72,08/2019,Incumbent,TRUE,TRUE,0,26.35,13.68,42.57,10.13,2.72,4.54,4,TRUE,"Yes.
The final text-based outcome includes documents like syllabi, homework assignments, and handouts."
25-1063.00,"Economics Teachers, Postsecondary",5994,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,71,08/2019,Incumbent,TRUE,TRUE,10.57,5.77,10.67,14.44,48.02,0.27,10.26,5,TRUE,"Yes.
The final text-based outcome is a research paper or article published in professional journals, books, or electronic media."
25-1063.00,"Economics Teachers, Postsecondary",5988,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,70,08/2019,Incumbent,FALSE,FALSE,0,10.92,8.43,36.29,30.51,8.82,5.03,4,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",5986,"Evaluate and grade students' class work, assignments, and papers.",Core,70,08/2019,Incumbent,TRUE,TRUE,0,5.26,27.31,46.73,7.87,7.36,5.47,4,TRUE,"Yes.
Final text-based outcome: The final text-based outcome is a graded evaluation or feedback document for each student's class work, assignments, and papers."
25-1063.00,"Economics Teachers, Postsecondary",5993,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",Core,72,08/2019,Incumbent,TRUE,TRUE,19.13,37.6,22.31,11.03,2.77,7.08,0.08,2,TRUE,"Yes.
A revised syllabus or course outline detailing updated curricula, course content, materials, and instructional methods."
25-1063.00,"Economics Teachers, Postsecondary",5987,"Compile, administer, and grade examinations, or assign this work to others.",Core,71,08/2019,Incumbent,TRUE,TRUE,4.46,20.11,43.98,21.99,1.62,3.45,4.38,3,TRUE,"Yes.
The final text-based outcome is a graded examination document."
25-1063.00,"Economics Teachers, Postsecondary",5989,"Maintain student attendance records, grades, and other required records.",Core,71,08/2019,Incumbent,TRUE,TRUE,4.48,14.75,27.87,29.48,15.97,7.44,0,4,TRUE,"Yes.
The final text-based outcome is a set of records documenting student attendance, grades, and other required information."
25-1063.00,"Economics Teachers, Postsecondary",5990,"Initiate, facilitate, and moderate classroom discussions.",Core,71,08/2019,Incumbent,TRUE,FALSE,0,2.77,17.45,51.68,15,8.28,4.83,4,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",5995,"Supervise undergraduate or graduate teaching, internship, and research work.",Core,70,08/2019,Incumbent,FALSE,FALSE,17.96,9.59,21.24,18.05,20.64,12.52,0,3,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",5991,Maintain regularly scheduled office hours to advise and assist students.,Core,72,08/2019,Incumbent,TRUE,TRUE,0,0.71,9.22,60.01,17.06,8.15,4.86,4,FALSE,No.
25-1063.00,"Economics Teachers, Postsecondary",5996,Advise students on academic and vocational curricula and on career issues.,Core,71,08/2019,Incumbent,FALSE,FALSE,1.01,32.48,29.42,29.83,2.99,0.08,4.2,2,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",5998,Collaborate with colleagues to address teaching and research issues.,Core,70,08/2019,Incumbent,FALSE,TRUE,17.66,14.81,23.28,30.33,5.04,8.87,0,4,FALSE,No.
25-1063.00,"Economics Teachers, Postsecondary",5992,"Select and obtain materials and supplies, such as textbooks.",Core,72,08/2019,Incumbent,TRUE,TRUE,15.56,62.73,10.4,4.39,0.08,2.52,4.31,2,FALSE,No.
25-1063.00,"Economics Teachers, Postsecondary",6001,"Perform administrative duties, such as serving as department head.",Core,71,08/2019,Incumbent,FALSE,FALSE,12.66,27.09,16.42,12.99,9.38,6.36,15.09,2,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",6000,"Participate in student recruitment, registration, and placement activities.",Core,70,08/2019,Incumbent,TRUE,FALSE,21.05,51.35,11.86,7.76,0.17,7.81,0,2,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",5999,Compile bibliographies of specialized materials for outside reading assignments.,Core,71,08/2019,Incumbent,TRUE,TRUE,9.89,51.54,16.27,13.45,1.63,2.56,4.65,2,TRUE,"Yes.

A compiled list of specialized reading materials for students to reference in their outside reading assignments."
25-1063.00,"Economics Teachers, Postsecondary",5997,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,72,08/2019,Incumbent,FALSE,FALSE,4.58,20.19,47.21,21.19,0.16,6.67,0,3,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",6002,Write grant proposals to procure external research funding.,Core,69,08/2019,Incumbent,TRUE,TRUE,60.62,28.68,4.18,0,0,0,6.52,1,TRUE,"Yes.
A detailed document outlining the research objectives, methodology, budget, and significance to secure funding from external sources."
25-1063.00,"Economics Teachers, Postsecondary",6004,Provide professional consulting services to government or industry.,Supplemental,70,08/2019,Incumbent,TRUE,FALSE,53.44,26.51,8.4,3.37,7.12,0,1.17,1,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",6003,Participate in campus and community events.,Supplemental,72,08/2019,Incumbent,FALSE,FALSE,9.8,14.41,50.9,15.76,9.13,0,0,3,N/A,N/A
25-1063.00,"Economics Teachers, Postsecondary",6005,Act as advisers to student organizations.,Supplemental,70,08/2019,Incumbent,FALSE,FALSE,36.75,32.5,21.56,2.76,0.32,0,6.1,1,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6011,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,110,08/2019,Incumbent,TRUE,TRUE,0,4.42,5.99,33.2,36.75,14.38,5.27,5,TRUE,"Yes.
Syllabi, homework assignments, and handouts are the final text-based outcomes prepared for the course."
25-1064.00,"Geography Teachers, Postsecondary",6006,"Prepare and deliver lectures to undergraduate or graduate students on topics such as urbanization, environmental systems, and cultural geography.",Core,108,08/2019,Incumbent,FALSE,FALSE,0.31,6.09,2.46,38.79,37.74,9.35,5.27,4,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6017,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,107,08/2019,Incumbent,TRUE,TRUE,8.6,27.42,12.66,17.6,25.6,8.12,0,2,TRUE,"Yes.
The final text-based outcome is a research paper or article published in professional journals, books, or electronic media."
25-1064.00,"Geography Teachers, Postsecondary",6007,"Evaluate and grade students' class work, assignments, and papers.",Core,107,08/2019,Incumbent,TRUE,TRUE,0,0,19.78,41.96,37.51,0.56,0.19,4,TRUE,"Yes.
Final text-based outcome: The final text-based outcome is a graded evaluation or feedback document for each student's class work, assignments, and papers."
25-1064.00,"Geography Teachers, Postsecondary",6008,"Compile, administer, and grade examinations, or assign this work to others.",Core,110,08/2019,Incumbent,TRUE,TRUE,0,6.73,35.44,38.26,13.11,6.16,0.3,4,TRUE,"Yes.
The final text-based outcome is a graded examination report or document."
25-1064.00,"Geography Teachers, Postsecondary",6012,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,108,08/2019,Incumbent,FALSE,FALSE,2.63,9.43,23.03,25.84,34.75,4.21,0.12,5,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6009,"Initiate, facilitate, and moderate classroom discussions.",Core,110,08/2019,Incumbent,FALSE,FALSE,0,1.82,3.07,48.26,20.27,23.17,3.42,4,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6010,"Maintain student attendance records, grades, and other required records.",Core,107,08/2019,Incumbent,TRUE,TRUE,0,1.59,7.44,42.01,42.3,3.75,2.9,5,TRUE,"Yes.
The final text-based outcome is a set of records documenting student attendance, grades, and other required information."
25-1064.00,"Geography Teachers, Postsecondary",6013,"Supervise undergraduate or graduate teaching, internship, and research work.",Core,107,08/2019,Incumbent,FALSE,FALSE,3.76,7.11,21.2,29.92,34.37,3.64,0,5,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6014,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",Core,110,08/2019,Incumbent,TRUE,TRUE,4.55,19.95,15.95,41.38,12.81,2.86,2.5,4,TRUE,"Yes.

The final text-based outcome is a revised curriculum document or updated course materials."
25-1064.00,"Geography Teachers, Postsecondary",6015,Maintain regularly scheduled office hours to advise and assist students.,Core,107,08/2019,Incumbent,TRUE,TRUE,0,0,2.64,64.4,29.33,3.63,0,4,FALSE,No.
25-1064.00,"Geography Teachers, Postsecondary",6016,Supervise students' laboratory and field work.,Core,107,08/2019,Incumbent,FALSE,FALSE,16.79,18.52,31.94,20.7,11.37,0.68,0,3,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6021,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,109,08/2019,Incumbent,FALSE,FALSE,3.7,14.68,52.76,24.65,3.92,0.12,0.18,3,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6020,Advise students on academic and vocational curricula and on career issues.,Core,108,08/2019,Incumbent,FALSE,FALSE,2.78,21.5,52.15,15.24,8.04,0.29,0,3,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6018,Collaborate with colleagues to address teaching and research issues.,Core,108,08/2019,Incumbent,TRUE,TRUE,4.9,20.75,41.96,27.12,5.15,0.12,0,3,FALSE,No.
25-1064.00,"Geography Teachers, Postsecondary",6028,Perform spatial analysis and modeling using geographic information system techniques.,Core,105,08/2019,Incumbent,TRUE,TRUE,20.14,21.99,19.99,15.2,15.64,6.6,0.44,2,FALSE,No.
25-1064.00,"Geography Teachers, Postsecondary",6026,Write grant proposals to procure external research funding.,Core,108,08/2019,Incumbent,TRUE,TRUE,38.19,42.73,10.49,8.09,0.19,0.31,0,2,TRUE,"Yes.

A completed grant proposal document detailing the research objectives, methodology, budget, and expected outcomes."
25-1064.00,"Geography Teachers, Postsecondary",6022,"Participate in student recruitment, registration, and placement activities.",Core,107,08/2019,Incumbent,TRUE,FALSE,16.36,40.79,32.2,6,4.19,0.46,0,2,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6019,"Select and obtain materials and supplies, such as textbooks.",Core,108,08/2019,Incumbent,TRUE,FALSE,11.28,70.8,16.81,0.91,0.2,0,0,2,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6025,"Perform administrative duties, such as serving as department head.",Supplemental,107,08/2019,Incumbent,FALSE,FALSE,14.87,14.53,24.47,9.25,19.58,14.08,3.22,3,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6027,"Maintain geographic information systems laboratories, performing duties such as updating software.",Supplemental,104,08/2019,Incumbent,TRUE,TRUE,14.97,35.18,22.49,17.19,10.18,0,0,2,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6023,Participate in campus and community events.,Supplemental,110,08/2019,Incumbent,FALSE,FALSE,0.69,23.45,39.47,26.48,9.02,0.9,0,3,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6024,Compile bibliographies of specialized materials for outside reading assignments.,Supplemental,109,08/2019,Incumbent,TRUE,TRUE,21.59,46.74,19.31,11.93,0.25,0.19,0,2,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6030,Provide professional consulting services to government or industry.,Supplemental,106,08/2019,Incumbent,TRUE,TRUE,52.88,36.76,4.63,5.47,0.26,0,0,1,N/A,N/A
25-1064.00,"Geography Teachers, Postsecondary",6029,Act as advisers to student organizations.,Supplemental,107,08/2019,Incumbent,FALSE,FALSE,27.38,27.49,28.95,15.05,0.52,0.6,0,3,N/A,N/A
25-1065.00,"Political Science Teachers, Postsecondary",6032,"Prepare and deliver lectures to undergraduate or graduate students on topics such as classical political thought, international relations, and democracy and citizenship.",Core,101,08/2019,Incumbent,FALSE,FALSE,0,3.18,4.16,56.67,21.4,14.41,0.18,4,N/A,N/A
25-1065.00,"Political Science Teachers, Postsecondary",6036,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,103,08/2019,Incumbent,FALSE,FALSE,1.01,3.56,17.34,19.03,44.83,10.42,3.8,5,N/A,N/A
25-1065.00,"Political Science Teachers, Postsecondary",6033,"Evaluate and grade students' class work, assignments, and papers.",Core,102,08/2019,Incumbent,TRUE,TRUE,0,2.15,41.61,33.94,17.03,4.28,0.99,3,TRUE,"Yes.
Final text-based outcome: The final text-based outcome is a graded evaluation or feedback document provided to the student."
25-1065.00,"Political Science Teachers, Postsecondary",6031,"Initiate, facilitate, and moderate classroom discussions.",Core,102,08/2019,Incumbent,FALSE,FALSE,0,0.14,6.05,64.69,9.16,14.32,5.64,4,N/A,N/A
25-1065.00,"Political Science Teachers, Postsecondary",6037,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",Core,103,08/2019,Incumbent,TRUE,TRUE,0.67,26.61,11.53,42.3,13.76,4.27,0.86,4,TRUE,"Yes.
A revised curriculum document or updated course syllabus."
25-1065.00,"Political Science Teachers, Postsecondary",6042,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,102,08/2019,Incumbent,TRUE,TRUE,16.7,8.93,8.21,24.97,23.71,10.6,6.89,4,TRUE,"Yes.
The final text-based outcome is a published article, book, or electronic media entry detailing the research findings."
25-1065.00,"Political Science Teachers, Postsecondary",6034,"Compile, administer, and grade examinations, or assign this work to others.",Core,102,08/2019,Incumbent,TRUE,TRUE,0,17.92,47.39,22.29,12.25,0.16,0,3,TRUE,"Yes.
The final text-based outcome is a graded examination report or document."
25-1065.00,"Political Science Teachers, Postsecondary",6035,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,102,08/2019,Incumbent,TRUE,TRUE,1.85,31.75,29.78,31.41,3.49,0.73,0.99,2,TRUE,"Yes.
Course materials such as syllabi, homework assignments, and handouts are text-based documents prepared for educational purposes."
25-1065.00,"Political Science Teachers, Postsecondary",6043,"Supervise undergraduate or graduate teaching, internship, and research work.",Core,102,08/2019,Incumbent,FALSE,FALSE,3.91,13.38,31.13,24.09,21.76,3.67,2.05,3,N/A,N/A
25-1065.00,"Political Science Teachers, Postsecondary",6038,"Maintain student attendance records, grades, and other required records.",Core,103,08/2019,Incumbent,TRUE,TRUE,0,5.08,11.85,55.19,24.47,1.86,1.55,4,TRUE,"Yes.
The final text-based outcome is a set of records documenting student attendance, grades, and other required information."
25-1065.00,"Political Science Teachers, Postsecondary",6039,Maintain regularly scheduled office hours to advise and assist students.,Core,102,08/2019,Incumbent,TRUE,TRUE,0,0,14.59,58.95,20.18,6.24,0.04,4,FALSE,No.
25-1065.00,"Political Science Teachers, Postsecondary",6040,Advise students on academic and vocational curricula and on career issues.,Core,103,08/2019,Incumbent,FALSE,FALSE,3.08,8.08,36.06,32.09,13.88,5.95,0.87,3,N/A,N/A
25-1065.00,"Political Science Teachers, Postsecondary",6041,"Select and obtain materials and supplies, such as textbooks.",Core,102,08/2019,Incumbent,TRUE,TRUE,7.09,72.02,14.77,3.12,3,0,0,2,FALSE,No.
25-1065.00,"Political Science Teachers, Postsecondary",6044,Collaborate with colleagues to address teaching and research issues.,Core,102,08/2019,Incumbent,FALSE,FALSE,0.56,28.39,40.87,24.78,4.39,1,0,3,N/A,N/A
25-1065.00,"Political Science Teachers, Postsecondary",6050,"Perform administrative duties, such as serving as department head.",Core,102,08/2019,Incumbent,FALSE,FALSE,16.28,12.25,23.26,14.65,10.75,9.36,13.45,3,N/A,N/A
25-1065.00,"Political Science Teachers, Postsecondary",6045,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,100,08/2019,Incumbent,FALSE,FALSE,0.14,26.27,55.78,10.44,7.33,0.04,0,3,N/A,N/A
